
1037928|Jio|42502|SMS-MT|0|0|0|1136404|42504

1497862|Jio|42502|SMS-MO|0|0|0|1591175|42501

1805460|Jio|42502|SMS-MT|0|0|0|1210709|42504

1497537|Partner|42501|SMS-MO|0|0|0|1879213|42501

1800253|Partner|42501|GPRS|0|0|337||42504

1734886|Airtel|42503|MTC|267|0|0|1745539|42503

1127393|012|42504|MTC|260|0|0|1667172|42502

1342245|012|42504|GPRS|0|0|328||42501

1662306|Airtel|42503|SMS-MT|0|0|0|1355314|42501

1639955|Airtel|42503|GPRS|0|48|0||42500

1521571|Airtel|42503|SMS-MO|0|0|0|1998102|42502

1841766|012|42504|MTC|130|0|0|1448573|42500

1073637|Cellcom|42500|SMS-MO|0|0|0|1509276|42504

1785258|012|42504|MTC|143|0|0|1168122|42504

1474081|Airtel|42503|SMS-MO|0|0|0|1485460|42503

1480555|Jio|42502|SMS-MO|0|0|0|1917950|42502

1676385|Airtel|42503|SMS-MT|0|0|0|1149351|42503

1243134|Cellcom|42500|SMS-MO|0|0|0|1829826|42504

1541766|012|42504|GPRS|0|149|0||42503

1492485|012|42504|GPRS|0|104|0||42503

1147768|Partner|42501|SMS-MO|0|0|0|1083345|42504

1089015|Jio|42502|MOC|67|0|0|1710176|42500

1386409|Partner|42501|MTC|340|0|0|1789094|42501

1821151|Cellcom|42500|SMS-MO|0|0|0|1575895|42501

1776948|Jio|42502|SMS-MO|0|0|0|1145333|42500

1500368|Partner|42501|SMS-MO|0|0|0|1133978|42501

1273967|Cellcom|42500|MOC|62|0|0|1331223|42502

1673516|Cellcom|42500|GPRS|0|0|398||42502

1936342|012|42504|MOC|62|0|0|1918202|42501

1739608|Partner|42501|SMS-MO|0|0|0|1636819|42504

1888907|012|42504|MTC|220|0|0|1834207|42503

1602055|Jio|42502|MOC|97|0|0|1359803|42501

1251348|Partner|42501|SMS-MT|0|0|0|1205248|42500

1249406|Cellcom|42500|MOC|130|0|0|1317747|42503

1070031|Partner|42501|SMS-MT|0|0|0|1071389|42503

1476599|012|42504|MTC|288|0|0|1429878|42501

1675539|Partner|42501|SMS-MT|0|0|0|1499157|42500

1008883|Jio|42502|GPRS|0|298|0||42501

1765791|012|42504|MTC|335|0|0|1292639|42504

1249523|Jio|42502|MOC|113|0|0|1057840|42503

1475502|012|42504|SMS-MT|0|0|0|1385156|42504

1240991|012|42504|SMS-MO|0|0|0|1888798|42500

1226892|Jio|42502|SMS-MT|0|0|0|1410289|42504

1003770|Jio|42502|MOC|266|0|0|1658616|42503

1652928|Partner|42501|MOC|254|0|0|1196576|42503

1202104|012|42504|SMS-MO|0|0|0|1537756|42500

1867408|Jio|42502|SMS-MO|0|0|0|1320048|42503

1829626|Partner|42501|GPRS|0|54|0||42502

1614757|012|42504|SMS-MO|0|0|0|1743752|42501

1622131|012|42504|MTC|341|0|0|1592722|42502

1019735|Cellcom|42500|SMS-MT|0|0|0|1800785|42501

1233587|Partner|42501|MTC|97|0|0|1272049|42500

1064063|Jio|42502|SMS-MO|0|0|0|1059036|42501

1757515|Jio|42502|SMS-MT|0|0|0|1394216|42501

1309595|Cellcom|42500|GPRS|0|0|176||42500

1905979|Airtel|42503|GPRS|0|57|0||42501

1570034|Jio|42502|MTC|154|0|0|1883805|42504

1591910|012|42504|SMS-MT|0|0|0|1859444|42504

1916457|Cellcom|42500|SMS-MT|0|0|0|1008601|42502

1588957|012|42504|GPRS|0|157|0||42501

1593836|Airtel|42503|MTC|156|0|0|1655085|42502

1065492|Partner|42501|SMS-MT|0|0|0|1364675|42503

1959028|Partner|42501|GPRS|0|0|390||42503

1673552|Partner|42501|MOC|141|0|0|1378971|42501

1309287|Airtel|42503|SMS-MT|0|0|0|1073627|42500

1064473|Jio|42502|SMS-MT|0|0|0|1149031|42503

1733798|Partner|42501|MTC|144|0|0|1742078|42504

1407261|012|42504|GPRS|0|0|170||42501

1960385|Cellcom|42500|MTC|285|0|0|1451676|42503

1430163|012|42504|MOC|302|0|0|1789892|42501

1937973|Airtel|42503|MTC|274|0|0|1027790|42504

1000175|Airtel|42503|SMS-MT|0|0|0|1054124|42503

1722061|Jio|42502|GPRS|0|0|399||42501

1308539|Airtel|42503|SMS-MT|0|0|0|1425842|42504

1407361|Airtel|42503|MTC|163|0|0|1869695|42503

1101750|Airtel|42503|MOC|174|0|0|1213023|42501

1982474|012|42504|GPRS|0|362|0||42502

1709334|012|42504|MTC|294|0|0|1159377|42504

1287291|Partner|42501|SMS-MO|0|0|0|1220247|42504

1328607|Jio|42502|GPRS|0|137|0||42503

1768118|Airtel|42503|SMS-MT|0|0|0|1063600|42503

1125414|Jio|42502|MTC|202|0|0|1009708|42501

1295209|Jio|42502|MOC|243|0|0|1830371|42503

1338765|Partner|42501|MOC|322|0|0|1583545|42502

1717383|Cellcom|42500|SMS-MO|0|0|0|1700286|42503

1569903|012|42504|MTC|224|0|0|1015830|42504

1615207|Jio|42502|MOC|295|0|0|1936975|42500

1102236|Cellcom|42500|MTC|161|0|0|1551745|42504

1624567|012|42504|SMS-MT|0|0|0|1830056|42500

1700224|Cellcom|42500|MTC|281|0|0|1628382|42503

1957582|Cellcom|42500|SMS-MT|0|0|0|1970243|42500

1704424|Cellcom|42500|MOC|308|0|0|1833476|42500

1352968|012|42504|GPRS|0|352|0||42501

1861770|Cellcom|42500|SMS-MO|0|0|0|1684195|42504

1561481|Partner|42501|MTC|108|0|0|1094414|42502

1304001|Cellcom|42500|MOC|346|0|0|1589656|42503

1801205|Cellcom|42500|SMS-MO|0|0|0|1910718|42500

1151176|Airtel|42503|GPRS|0|314|0||42500

1213139|012|42504|MOC|84|0|0|1427535|42502

1012463|Jio|42502|SMS-MT|0|0|0|1365206|42501

1872607|Partner|42501|GPRS|0|0|24||42501

1318889|Partner|42501|MTC|369|0|0|1797125|42504

1542823|012|42504|GPRS|0|0|243||42500

1836550|Cellcom|42500|MTC|75|0|0|1532227|42501

1183271|Airtel|42503|GPRS|0|0|202||42503

1494682|Jio|42502|SMS-MT|0|0|0|1854522|42503

1246770|Cellcom|42500|MOC|343|0|0|1312925|42504

1912974|Cellcom|42500|SMS-MT|0|0|0|1456116|42504

1343140|Partner|42501|SMS-MO|0|0|0|1597494|42503

1011928|Airtel|42503|SMS-MT|0|0|0|1143183|42501

1616051|Cellcom|42500|SMS-MT|0|0|0|1829896|42501

1650683|Cellcom|42500|SMS-MT|0|0|0|1447218|42501

1518430|Partner|42501|MTC|96|0|0|1417424|42504

1128067|Partner|42501|MTC|360|0|0|1473305|42501

1945263|Cellcom|42500|GPRS|0|0|23||42502

1734105|Partner|42501|MTC|268|0|0|1304459|42500

1672726|Partner|42501|MOC|321|0|0|1170451|42500

1194997|Partner|42501|MOC|207|0|0|1983053|42504

1010108|Airtel|42503|MTC|60|0|0|1500270|42500

1126703|Jio|42502|GPRS|0|186|0||42503

1371047|Jio|42502|MOC|299|0|0|1875180|42501

1018424|Cellcom|42500|SMS-MO|0|0|0|1733834|42503

1051837|Cellcom|42500|MTC|266|0|0|1449991|42502

1397025|012|42504|GPRS|0|57|0||42503

1765397|Cellcom|42500|SMS-MT|0|0|0|1196829|42500

1388459|Airtel|42503|MTC|110|0|0|1619053|42500

1099307|Cellcom|42500|MTC|357|0|0|1432331|42500

1032808|Jio|42502|MTC|348|0|0|1004880|42504

1147861|Partner|42501|MOC|322|0|0|1949804|42501

1240142|Cellcom|42500|MOC|265|0|0|1844792|42500

1432491|Airtel|42503|MOC|97|0|0|1700874|42502

1568011|012|42504|MTC|276|0|0|1850403|42502

1289479|Airtel|42503|GPRS|0|242|0||42503

1439803|Jio|42502|SMS-MO|0|0|0|1216926|42500

1218160|Jio|42502|SMS-MO|0|0|0|1695318|42500

1241048|Airtel|42503|MOC|110|0|0|1869711|42504

1505587|Partner|42501|GPRS|0|192|0||42504

1932453|012|42504|MTC|348|0|0|1090881|42502

1780654|Airtel|42503|GPRS|0|370|0||42500

1899997|Jio|42502|SMS-MT|0|0|0|1348045|42504

1802608|Cellcom|42500|SMS-MO|0|0|0|1673264|42503

1807181|Jio|42502|GPRS|0|397|0||42500

1072725|Cellcom|42500|MTC|195|0|0|1261499|42504

1405937|Airtel|42503|MOC|123|0|0|1558683|42501

1329488|Airtel|42503|MTC|252|0|0|1029477|42500

1720492|Cellcom|42500|SMS-MO|0|0|0|1603660|42503

1865830|Jio|42502|GPRS|0|175|0||42503

1178914|Jio|42502|GPRS|0|107|0||42501

1265484|Airtel|42503|MTC|132|0|0|1861300|42500

1055432|Airtel|42503|GPRS|0|232|0||42500

1337517|012|42504|MTC|279|0|0|1796826|42500

1167499|012|42504|MOC|136|0|0|1061492|42500

1795348|012|42504|GPRS|0|0|328||42502

1734257|Jio|42502|MOC|78|0|0|1013989|42501

1517911|Partner|42501|SMS-MO|0|0|0|1906048|42502

1482220|Partner|42501|MTC|164|0|0|1579020|42500

1125664|012|42504|MTC|190|0|0|1339493|42503

1650788|012|42504|MOC|194|0|0|1809484|42503

1244591|Jio|42502|SMS-MO|0|0|0|1339203|42502

1840469|Jio|42502|GPRS|0|88|0||42503

1292686|Jio|42502|MTC|129|0|0|1427127|42502

1292537|Cellcom|42500|MOC|371|0|0|1578727|42500

1200794|Jio|42502|GPRS|0|79|0||42503

1717341|012|42504|GPRS|0|0|269||42504

1492378|Airtel|42503|SMS-MO|0|0|0|1920426|42500

1785911|Airtel|42503|MTC|273|0|0|1154907|42503

1303075|Cellcom|42500|MOC|141|0|0|1879664|42500

1596879|Jio|42502|MTC|137|0|0|1510269|42501

1832240|012|42504|GPRS|0|0|216||42503

1491158|012|42504|MTC|154|0|0|1633119|42502

1683998|Partner|42501|MTC|327|0|0|1404139|42504

1279761|Airtel|42503|SMS-MT|0|0|0|1219466|42504

1273833|Partner|42501|SMS-MO|0|0|0|1962801|42501

1151000|Partner|42501|SMS-MT|0|0|0|1468236|42504

1763451|Jio|42502|MOC|151|0|0|1903231|42504

1404347|Jio|42502|SMS-MT|0|0|0|1958076|42500

1580661|Airtel|42503|SMS-MO|0|0|0|1107931|42503

1624684|Partner|42501|MOC|158|0|0|1903115|42502

1858798|Cellcom|42500|MOC|346|0|0|1729303|42503

1322307|012|42504|SMS-MT|0|0|0|1041283|42503

1191481|Cellcom|42500|MOC|121|0|0|1812053|42500

1559247|012|42504|MTC|235|0|0|1088588|42501

1661741|Partner|42501|SMS-MT|0|0|0|1966769|42501

1504153|Partner|42501|MTC|235|0|0|1422901|42500

1427882|Jio|42502|SMS-MO|0|0|0|1054499|42501

1254314|Jio|42502|MTC|229|0|0|1595347|42502

1391933|Partner|42501|SMS-MT|0|0|0|1579674|42503

1821268|Airtel|42503|MTC|175|0|0|1051056|42501

1284235|012|42504|GPRS|0|268|0||42500

1695123|Airtel|42503|SMS-MO|0|0|0|1933654|42504

1647100|Jio|42502|MTC|148|0|0|1357369|42503

1358724|Jio|42502|SMS-MT|0|0|0|1710786|42500

1738170|Jio|42502|MTC|125|0|0|1800721|42504

1861943|Airtel|42503|GPRS|0|0|38||42503

1386701|Airtel|42503|GPRS|0|0|349||42503

1409923|Jio|42502|SMS-MO|0|0|0|1093764|42503

1917461|012|42504|SMS-MT|0|0|0|1335329|42504

1474614|Jio|42502|GPRS|0|0|269||42504

1732449|012|42504|MOC|140|0|0|1835580|42504

1115799|Airtel|42503|SMS-MO|0|0|0|1187894|42504

1858531|Jio|42502|MOC|64|0|0|1606335|42500

1722267|012|42504|SMS-MT|0|0|0|1426202|42503

